suburb,address,rooms,price,agent_seller,date,distance,postcode,bathroom,carspots,landsize,building_area,year_built,council_area,latitude,longitude,region_name,property_count,method,type
South Melbourne,18a Iffla St,4,1615000.0,Marshall,2016-05-22,2.1,3205,3,2,577.0,220.0,2009,Port Phillip,-37.8357,144.9502,Southern Metropolitan,5943,property sold,house
South Melbourne,5/182 Albert Rd,1,480000.0,hockingstuart,2016-04-23,2.1,3205,1,1,0.0,126.0,2004,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943,property sold,"unit, duplex"
South Melbourne,10 Coote St,3,1185000.0,Parkinson,2016-04-23,2.1,3205,2,1,111.0,3.0,1950,Port Phillip,-37.8341,144.9541,Southern Metropolitan,5943,property sold,townhouse
South Melbourne,372 Dorcas St,3,2300000.0,RT,2016-09-24,2.1,3205,2,2,0.0,260.0,1877,Port Phillip,-37.8352,144.952,Southern Metropolitan,5943,property sold,house
South Melbourne,16 Glover St,3,1720000.0,Cayzer,2017-02-25,2.1,3205,1,0,130.0,126.0,1950,Port Phillip,-37.8398,144.9493,Southern Metropolitan,5943,property sold,house
South Melbourne,1107/50 Albert Rd,1,320000.0,Dingle,2016-11-27,2.1,3205,1,0,0.0,126.0,1950,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943,vendor bid,"unit, duplex"
South Melbourne,5/38 Bank St,3,742000.0,Greg,2016-11-27,2.1,3205,2,2,0.0,90.0,2003,Port Phillip,-37.8319,144.9682,Southern Metropolitan,5943,property sold prior,"unit, duplex"
South Melbourne,164 Cecil St,3,2075000.0,Marshall,2016-11-27,2.1,3205,2,0,141.0,163.0,1890,Port Phillip,-37.8333,144.9576,Southern Metropolitan,5943,property sold,house
South Melbourne,52 Eastern Rd,3,2525000.0,Marshall,2016-11-27,2.1,3205,2,1,234.0,126.0,1863,Port Phillip,-37.8355,144.9663,Southern Metropolitan,5943,property sold,house
South Melbourne,116/88 Park St,2,560000.0,Buxton,2016-07-30,2.1,3205,2,1,0.0,126.0,1950,Port Phillip,-37.8331,144.9683,Southern Metropolitan,5943,property sold prior,"unit, duplex"
South Melbourne,72/1 Sandilands St,2,690000.0,Cayzer,2016-07-30,2.1,3205,2,2,0.0,126.0,1950,Port Phillip,-37.8361,144.9682,Southern Metropolitan,5943,vendor bid,"unit, duplex"
South Yarra,11/276 Domain Rd,1,430000.0,hockingstuart,2016-09-03,3.3,3141,1,1,0.0,126.0,1970,Stonnington,-37.8351,144.9909,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,5/38 MacFarlan St,2,722000.0,Jellis,2016-09-03,3.3,3141,1,1,0.0,86.0,2003,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,301/89 River St,2,930000.0,hockingstuart,2016-09-03,3.3,3141,2,2,0.0,126.0,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,18/34 Rockley Rd,1,467500.0,McGrath,2016-09-03,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.8363,145.0003,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,9/10 Tivoli Rd,2,475000.0,Buxton,2016-09-03,3.3,3141,1,0,0.0,126.0,1950,Stonnington,-37.8391,144.9984,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,202/8 Bond St,2,850000.0,Kay,2016-12-03,3.3,3141,2,2,0.0,86.0,2014,Stonnington,-37.8411,144.9944,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,43/100 Commercial Rd,3,1230000.0,Kay,2016-12-03,3.3,3141,2,2,0.0,138.0,1998,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,4/38 MacFarlan St,2,965000.0,hockingstuart,2016-12-03,3.3,3141,2,2,2143.0,126.0,1950,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,413/35 Malcolm St,1,315000.0,hockingstuart,2016-12-03,3.3,3141,1,0,14500.0,126.0,2011,Stonnington,-37.8372,144.9963,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,16 Oxford St,3,1510000.0,Kay,2016-12-03,3.3,3141,5,0,241.0,126.0,1950,Stonnington,-37.8407,144.9962,Southern Metropolitan,14887,property sold,house
South Yarra,1906/229 Toorak Rd,1,402000.0,LITTLE,2016-12-03,3.3,3141,1,1,0.0,126.0,2013,Stonnington,-37.8392,144.9947,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,6/371 Toorak Rd,3,1880000.0,Abercromby's,2016-12-03,3.3,3141,2,2,0.0,126.0,1968,Stonnington,-37.8399,145.0003,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,2/53 Caroline St,1,422000.0,hockingstuart,2017-03-04,3.3,3141,1,0,0.0,126.0,1950,Stonnington,-37.837,144.9881,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,8/18 Darling St,2,535000.0,hockingstuart,2017-03-04,3.3,3141,1,1,0.0,64.0,1970,Stonnington,-37.8374,144.9918,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,15/9 Darling St,2,990000.0,Williams,2017-03-04,3.3,3141,2,2,0.0,38.0,2015,Stonnington,-37.8379,144.9913,Southern Metropolitan,14887,sold after auction,"unit, duplex"
South Yarra,7/32 Marne St,2,695000.0,Kay,2017-03-04,3.3,3141,1,0,0.0,79.0,1930,Melbourne,-37.8361,144.9842,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,503/99 River St,2,978500.0,hockingstuart,2017-03-04,3.3,3141,2,2,17200.0,126.0,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,5/6 Tivoli Pl,2,863000.0,hockingstuart,2017-03-04,3.3,3141,2,1,742.0,126.0,1950,Melbourne,-37.8357,144.9867,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,6/176 Walsh St,2,680000.0,Jellis,2017-03-04,3.3,3141,1,1,0.0,126.0,1950,Melbourne,-37.8338,144.9858,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,1/47 Wilson St,2,840000.0,Jellis,2017-03-04,3.3,3141,2,1,0.0,126.0,2004,Stonnington,-37.8439,144.9974,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,1106/1 Clara St,1,450000.0,RT,2016-06-04,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.8421,144.9978,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,29/100 Commercial Rd,3,750000.0,Marshall,2016-06-04,3.3,3141,2,2,0.0,126.0,1950,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,13/55 Darling St,2,650000.0,RT,2016-06-04,3.3,3141,1,1,0.0,126.0,1986,Stonnington,-37.8344,144.9916,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,10/34 MacFarlan St,2,775000.0,hockingstuart,2016-06-04,3.3,3141,1,1,0.0,103.0,2000,Stonnington,-37.8394,144.9886,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,20/30 Mona Pl,2,572000.0,hockingstuart,2016-06-04,3.3,3141,1,1,0.0,73.0,1960,Melbourne,-37.8368,144.9857,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,507/99 River St,1,510000.0,Beller,2016-06-04,3.3,3141,1,1,0.0,126.0,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,12 Witchwood Cl,3,1460000.0,hockingstuart,2016-06-04,3.3,3141,2,1,181.0,148.0,1990,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887,property passed in,townhouse
South Yarra,2/13 Motherwell St,1,465000.0,Biggin,2016-08-06,3.3,3141,1,1,0.0,126.0,1970,Stonnington,-37.8456,145.0005,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,402/89 River St,2,801000.0,Biggin,2016-08-06,3.3,3141,2,1,0.0,126.0,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,8/24 Fitzgerald St,2,623500.0,hockingstuart,2016-05-07,3.3,3141,1,1,0.0,75.0,1970,Stonnington,-37.8426,144.993,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,8/99 Osborne St,1,409000.0,Castran,2016-05-07,3.3,3141,1,1,0.0,45.0,1970,Stonnington,-37.8414,144.991,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,12 Stables La,1,370000.0,Marshall,2016-05-07,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.8423,144.997,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,1/14 Arthur St,3,1250000.0,Kay,2016-11-07,3.3,3141,2,1,80.0,118.0,2003,Stonnington,-37.8416,144.9923,Southern Metropolitan,14887,property sold,townhouse
South Yarra,308/700 Chapel St,1,480000.0,hockingstuart,2016-11-07,3.3,3141,1,1,0.0,126.0,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,29 MacFarlan St,2,2325000.0,RT,2016-11-07,3.3,3141,2,2,355.0,126.0,1950,Stonnington,-37.8392,144.9883,Southern Metropolitan,14887,property sold,house
South Yarra,4/957 Punt Rd,2,659000.0,Jellis,2016-11-07,3.3,3141,1,1,0.0,77.0,1940,Melbourne,-37.8314,144.9877,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,19/110 Caroline St,2,780000.0,Williams,2016-10-08,3.3,3141,1,1,0.0,75.0,1960,Stonnington,-37.8343,144.9899,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,403/700 Chapel St,2,865000.0,Williams,2016-10-08,3.3,3141,2,1,0.0,126.0,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,26 Fawkner St,2,1455000.0,Jellis,2016-10-08,3.3,3141,1,0,225.0,94.0,1890,Stonnington,-37.8421,144.9876,Southern Metropolitan,14887,property sold,house
South Yarra,6/24 Kensington Rd,2,1365000.0,Kay,2016-10-08,3.3,3141,2,1,1302.0,126.0,1950,Stonnington,-37.8377,145.0021,Southern Metropolitan,14887,property sold,townhouse
South Yarra,9/372 Toorak Rd,1,411000.0,hockingstuart,2016-10-08,3.3,3141,1,1,1369.0,126.0,1950,Stonnington,-37.8405,145.0025,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,2/403 Toorak Rd,1,360500.0,hockingstuart,2016-10-08,3.3,3141,1,1,0.0,44.0,1960,Stonnington,-37.8404,145.0045,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,2/1 Walsh St,2,1300000.0,Williams,2016-10-08,3.3,3141,2,2,0.0,107.0,1986,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,6/1 Walsh St,2,1300000.0,Williams,2016-10-08,3.3,3141,2,1,0.0,107.0,1980,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,1/35 Marne St,3,1630000.0,Jellis,2016-09-10,3.3,3141,1,1,0.0,126.0,1950,Melbourne,-37.8359,144.9839,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,9/46 Darling St,2,625000.0,Williams,2016-12-10,3.3,3141,1,1,1283.0,126.0,1950,Stonnington,-37.8359,144.9921,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,20 Fawkner St,2,2430000.0,Biggin,2016-12-10,3.3,3141,1,2,367.0,126.0,1985,Stonnington,-37.842,144.9873,Southern Metropolitan,14887,property sold,house
South Yarra,6/2 May Gr,1,490000.0,RT,2016-12-10,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.8425,145.0009,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,8/44 Murphy St,1,955000.0,Williams,2016-12-10,3.3,3141,1,1,0.0,85.0,1950,Stonnington,-37.8357,144.991,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,6/97 Osborne St,1,380000.0,hockingstuart,2016-12-10,3.3,3141,1,1,0.0,41.0,1980,Stonnington,-37.8415,144.991,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,22/382 Toorak Rd,2,601000.0,Biggin,2016-12-10,3.3,3141,1,1,0.0,126.0,1970,Stonnington,-37.8406,145.0033,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,16/124 Caroline St,1,450000.0,hockingstuart,2017-02-11,3.3,3141,1,0,0.0,126.0,1950,Stonnington,-37.8332,144.9901,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,33a Clara St,2,1500000.0,Castran,2016-06-12,3.3,3141,1,2,141.0,126.0,1950,Stonnington,-37.8408,144.9977,Southern Metropolitan,14887,property sold,house
South Yarra,91/390 Toorak Rd,2,1030000.0,Sotheby's,2016-06-12,3.3,3141,2,1,0.0,126.0,1950,Stonnington,-37.8407,145.0043,Southern Metropolitan,14887,vendor bid,"unit, duplex"
South Yarra,8/57 Adams St,1,555000.0,Williams,2016-11-12,3.3,3141,1,1,630.0,126.0,1950,Melbourne,-37.8356,144.9773,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,18 Avoca St,4,5700000.0,Castran,2016-11-12,3.3,3141,2,0,292.0,272.0,1880,Stonnington,-37.8377,144.9894,Southern Metropolitan,14887,property sold,house
South Yarra,40 Fawkner St,3,2300000.0,Williams,2016-11-12,3.3,3141,2,1,350.0,126.0,1950,Stonnington,-37.8422,144.9884,Southern Metropolitan,14887,property passed in,house
South Yarra,18/33 Kensington Rd,1,515000.0,hockingstuart,2016-11-12,3.3,3141,1,1,0.0,44.0,1970,Stonnington,-37.8375,145.0012,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,76 Leopold St,3,2695000.0,Marshall,2016-11-12,3.3,3141,2,1,215.0,200.0,1910,Melbourne,-37.8361,144.9831,Southern Metropolitan,14887,property passed in,house
South Yarra,10 Luxton Rd,3,2870000.0,Marshall,2016-11-12,3.3,3141,2,2,350.0,126.0,1880,Stonnington,-37.8451,145.0019,Southern Metropolitan,14887,property sold,house
South Yarra,1/63 Millswyn St,2,805000.0,Williams,2016-11-12,3.3,3141,1,1,0.0,126.0,1950,Melbourne,-37.8359,144.9801,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,10/432 Punt Rd,2,370000.0,Hodges,2016-11-12,3.3,3141,1,1,0.0,126.0,1970,Stonnington,-37.8374,144.9871,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,19/877 Punt Rd,1,360000.0,Owen,2016-11-12,3.3,3141,1,1,0.0,46.0,1950,Melbourne,-37.8339,144.9872,Southern Metropolitan,14887,vendor bid,"unit, duplex"
South Yarra,12/219 Williams Rd,1,310000.0,Buxton,2016-11-12,3.3,3141,1,1,0.0,40.0,1950,Stonnington,-37.8444,145.0037,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,15 Powell St,2,1036500.0,hockingstuart,2016-08-13,3.3,3141,1,0,105.0,126.0,1950,Stonnington,-37.8403,144.9893,Southern Metropolitan,14887,property sold,house
South Yarra,25/388 Toorak Rd,2,627500.0,hockingstuart,2016-08-13,3.3,3141,1,1,0.0,85.0,1970,Stonnington,-37.8407,145.004,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,82/390 Toorak Rd,3,1072000.0,Kay,2016-08-13,3.3,3141,0,0,0.0,126.0,1950,Stonnington,-37.8407,145.0043,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,1107/12 Yarra St,1,425000.0,Biggin,2016-08-13,3.3,3141,1,1,0.0,56.0,2007,Stonnington,-37.837,144.9931,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,3/49 Osborne St,1,330000.0,Jellis,2016-05-14,3.3,3141,1,1,0.0,47.0,1970,Stonnington,-37.8437,144.9904,Southern Metropolitan,14887,vendor bid,"unit, duplex"
South Yarra,6/432 Punt Rd,2,450000.0,hockingstuart,2016-05-14,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.8374,144.9871,Southern Metropolitan,14887,vendor bid,"unit, duplex"
South Yarra,16/384 Toorak Rd,2,550000.0,hockingstuart,2016-05-14,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.8406,145.0035,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,17/393 Toorak Rd,1,400000.0,LITTLE,2016-05-14,3.3,3141,1,1,1424.0,126.0,1950,Stonnington,-37.8402,145.0029,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,20 Argo St,3,1700000.0,hockingstuart,2016-10-15,3.3,3141,2,2,141.0,126.0,1990,Stonnington,-37.844,144.9867,Southern Metropolitan,14887,property sold,house
South Yarra,10/7 Barnsbury Rd,2,613000.0,Kay,2016-10-15,3.3,3141,1,1,0.0,126.0,1970,Stonnington,-37.845,145.0012,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,8/101 Caroline St,2,1240000.0,RT,2016-10-15,3.3,3141,2,2,0.0,126.0,1950,Stonnington,-37.8343,144.9888,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,6/210 Domain Rd,2,832000.0,Williams,2016-10-15,3.3,3141,1,1,0.0,126.0,1960,Melbourne,-37.8342,144.9842,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,9/18 Kensington Rd,2,693000.0,Biggin,2016-10-15,3.3,3141,1,1,2122.0,64.0,1960,Stonnington,-37.8383,145.0014,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,6/21 Kensington Rd,2,551000.0,Williams,2016-10-15,3.3,3141,1,0,0.0,126.0,1950,Stonnington,-37.8383,145.0011,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,7/31 Kensington Rd,3,740000.0,Biggin,2016-10-15,3.3,3141,1,1,0.0,126.0,1970,Stonnington,-37.8376,145.0012,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,3 Palermo St,3,2285000.0,Kay,2016-10-15,3.3,3141,2,2,221.0,135.0,1890,Stonnington,-37.8416,144.9959,Southern Metropolitan,14887,property sold,house
South Yarra,70 Park St,3,3000000.0,Marshall,2016-10-15,3.3,3141,3,2,191.0,175.0,1890,Melbourne,-37.836,144.9824,Southern Metropolitan,14887,vendor bid,house
South Yarra,407/57 Toorak Rd,1,450000.0,Hodges,2016-10-15,3.3,3141,1,1,0.0,126.0,2013,Stonnington,-37.8384,144.9886,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,608/20 Garden St,2,515000.0,Harrington,2016-04-16,3.3,3141,1,1,734.0,65.0,2013,Stonnington,-37.8433,144.9962,Southern Metropolitan,14887,vendor bid,"unit, duplex"
South Yarra,2/100 Commercial Rd,3,805000.0,Kay,2016-09-17,3.3,3141,2,3,6111.0,126.0,1950,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,7/44 Darling St,2,630000.0,Thomson,2016-09-17,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.8361,144.9921,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,15/2 Gordon Gr,2,600000.0,Jellis,2016-09-17,3.3,3141,1,2,0.0,72.0,1970,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,48 Howitt St,3,1780000.0,Jellis,2016-09-17,3.3,3141,2,1,198.0,126.0,1950,Stonnington,-37.8472,145.0026,Southern Metropolitan,14887,property sold prior,house
South Yarra,76 Osborne St,1,2115000.0,Marshall,2016-09-17,3.3,3141,1,1,569.0,126.0,1950,Stonnington,-37.8428,144.991,Southern Metropolitan,14887,property sold,house
South Yarra,5/205 Williams Rd,1,523000.0,hockingstuart,2016-09-17,3.3,3141,1,0,0.0,126.0,1940,Stonnington,-37.8458,145.0034,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,2/234 Domain Rd,4,2050000.0,RT,2017-03-18,3.3,3141,2,1,979.0,126.0,1950,Melbourne,-37.8344,144.9857,Southern Metropolitan,14887,vendor bid,"unit, duplex"
South Yarra,49 Leopold St,4,2600000.0,Williams,2017-03-18,3.3,3141,2,2,141.0,127.0,1880,Melbourne,-37.8366,144.9827,Southern Metropolitan,14887,property passed in,house
South Yarra,6/49 Osborne St,1,320000.0,Jellis,2017-03-18,3.3,3141,1,0,0.0,47.0,1970,Stonnington,-37.8437,144.9904,Southern Metropolitan,14887,vendor bid,"unit, duplex"
South Yarra,61 Osborne St,3,2395000.0,hockingstuart,2017-03-18,3.3,3141,1,2,442.0,126.0,1950,Stonnington,-37.8432,144.9906,Southern Metropolitan,14887,property sold,house
South Yarra,103/334 Toorak Rd,2,920000.0,Wilson,2017-03-18,3.3,3141,2,0,0.0,126.0,1950,Stonnington,-37.84,144.9988,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,14/85 Caroline St,1,400000.0,hockingstuart,2016-06-18,3.3,3141,1,1,0.0,45.0,1960,Stonnington,-37.8355,144.9884,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,37 Grosvenor St,3,1810000.0,hockingstuart,2016-06-18,3.3,3141,1,1,211.0,18.0,1906,Stonnington,-37.8442,144.9928,Southern Metropolitan,14887,property sold,house
South Yarra,8/28 The Righi,1,612000.0,hockingstuart,2016-06-18,3.3,3141,1,1,607.0,126.0,1950,Stonnington,-37.8328,144.9866,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,22/49 Walsh St,1,567500.0,hockingstuart,2016-11-19,3.3,3141,1,1,0.0,56.0,1970,Melbourne,-37.8368,144.9848,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,3/38 Arnold St,1,540000.0,hockingstuart,2016-05-22,3.3,3141,1,1,480.0,53.0,1930,Melbourne,-37.8356,144.9767,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,21/33 Murphy St,2,803000.0,hockingstuart,2016-05-22,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.8374,144.9903,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,29 Nicholson St,3,2010000.0,Kay,2016-05-22,3.3,3141,2,1,163.0,207.0,2016,Stonnington,-37.8425,144.9877,Southern Metropolitan,14887,vendor bid,townhouse
South Yarra,62 Powell St,3,1945000.0,Jellis,2016-05-22,3.3,3141,2,1,194.0,148.0,1890,Stonnington,-37.8395,144.9898,Southern Metropolitan,14887,property sold,house
South Yarra,21 Ralston St,3,906000.0,Jellis,2016-05-22,3.3,3141,1,0,154.0,88.0,1920,Stonnington,-37.8395,144.9868,Southern Metropolitan,14887,property sold,house
South Yarra,24/384 Toorak Rd,1,367000.0,hockingstuart,2016-05-22,3.3,3141,1,0,0.0,42.0,1950,Stonnington,-37.8406,145.0035,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,39 Hardy St,2,1130000.0,hockingstuart,2016-08-22,3.3,3141,1,1,132.0,77.0,1900,Stonnington,-37.8446,144.9896,Southern Metropolitan,14887,property sold,house
South Yarra,19/47 Rockley Rd,2,500000.0,Abercromby's,2016-08-22,3.3,3141,1,1,0.0,73.0,1980,Stonnington,-37.835,145.0002,Southern Metropolitan,14887,vendor bid,"unit, duplex"
South Yarra,1/949 Punt Rd,1,310000.0,hockingstuart,2016-04-23,3.3,3141,1,1,0.0,37.0,1970,Melbourne,-37.8319,144.9876,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,8 Cliff St,2,1100000.0,Fletchers,2016-09-24,3.3,3141,1,0,176.0,81.0,1930,Stonnington,-37.8436,144.9925,Southern Metropolitan,14887,vendor bid,house
South Yarra,7/48 Cromwell Rd,1,410000.0,hockingstuart,2016-09-24,3.3,3141,1,0,0.0,48.0,1960,Stonnington,-37.8427,145.0006,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,9 Moore St,3,1125000.0,Thomson,2016-09-24,3.3,3141,1,0,146.0,89.0,1910,Stonnington,-37.8454,144.9888,Southern Metropolitan,14887,property passed in,house
South Yarra,202/800 Chapel St,2,840000.0,Beller,2017-02-25,3.3,3141,2,1,0.0,92.0,2002,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,1/35 Cromwell Rd,3,1400000.0,Marshall,2017-02-25,3.3,3141,2,2,0.0,172.0,2005,Stonnington,-37.8433,145.0001,Southern Metropolitan,14887,vendor bid,house
South Yarra,12/2 Gordon Gr,2,635000.0,Beller,2017-02-25,3.3,3141,1,1,855.0,126.0,1950,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,4/30 Murphy St,2,680500.0,Williams,2017-02-25,3.3,3141,1,1,0.0,70.0,1970,Stonnington,-37.837,144.9907,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,334 Punt Rd,3,1800000.0,Jellis,2017-02-25,3.3,3141,2,3,510.0,126.0,1900,Stonnington,-37.8418,144.986,Southern Metropolitan,14887,vendor bid,house
South Yarra,16h Stables La,1,280000.0,Marshall,2017-02-25,3.3,3141,1,0,0.0,35.0,1910,Stonnington,-37.8423,144.997,Southern Metropolitan,14887,property passed in,"unit, duplex"
South Yarra,8/27 Kensington Rd,2,613000.0,hockingstuart,2016-07-26,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.838,145.0011,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,4/943 Punt Rd,2,520000.0,hockingstuart,2016-07-26,3.3,3141,1,1,0.0,62.0,1890,Melbourne,-37.8323,144.9876,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,504/79 River St,2,827000.0,hockingstuart,2016-07-26,3.3,3141,2,2,17200.0,126.0,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,702/700 Chapel St,1,510000.0,hockingstuart,2016-06-27,3.3,3141,1,1,0.0,126.0,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,property sold prior,"unit, duplex"
South Yarra,6 Cliff St,2,1200000.0,Jellis,2016-06-27,3.3,3141,1,0,176.0,84.0,1940,Stonnington,-37.8436,144.9925,Southern Metropolitan,14887,property passed in,house
South Yarra,13/4 Gordon Gr,2,480000.0,Ray,2016-06-27,3.3,3141,1,1,0.0,61.0,1965,Stonnington,-37.8337,144.9886,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,1/271 Williams Rd,2,660000.0,hockingstuart,2016-06-27,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.8414,145.0043,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,6/16 Cromwell Rd,2,470000.0,Jellis,2016-11-27,3.3,3141,1,1,0.0,126.0,1970,Stonnington,-37.845,145.0001,Southern Metropolitan,14887,vendor bid,"unit, duplex"
South Yarra,11/274 Domain Rd,2,621500.0,hockingstuart,2016-11-27,3.3,3141,1,1,0.0,126.0,1950,Stonnington,-37.835,144.9905,Southern Metropolitan,14887,property sold,"unit, duplex"
South Yarra,7 Motherwell St,4,2667000.0,Kay,2016-11-27,3.3,3141,3,2,446.0,126.0,1900,Stonnington,-37.8454,144.9989,Southern Metropolitan,14887,property sold,house
South Yarra,68 Oban St,3,2200000.0,Jellis,2016-11-27,3.3,3141,2,0,358.0,238.0,1915,Stonnington,-37.8425,145.0031,Southern Metropolitan,14887,property passed in,house
South Yarra,366 Toorak Rd,3,1700000.0,Morrison,2016-11-27,3.3,3141,1,1,178.0,172.0,1894,Stonnington,-37.8404,145.0022,Southern Metropolitan,14887,property sold,house
